unit_price;sum_fact;shop_id;sale_profit;cal_date;customer;title
95,38;95,39;4;48,99;11.06.2017;;Штаны тип 7 - Nike
9,39;9,39;4;4,17;19.04.2017;;Запонка тип 5 - Reebok
18,69;18,68;4;8,69;01.08.2017;;Шапка тип 4 - Adidas
29,99;30;4;13,81;09.11.2017;;Штаны тип 11 - Nike
11,08;11,07;4;4,26;09.11.2017;;Ремень тип 1 - Puma
79,17;79,18;4;32,78;09.11.2017;;Штаны тип 7 - Nike
28,21;28,21;4;14,18;26.06.2017;;Колготки тип 4 - Reebok
15,3;15,29;4;7,98;26.06.2017;;Штаны тип 9 - Adidas
9,7;9,71;4;4,7;26.06.2017;;Майка тип 4 - Reebok
27,19;27,18;4;14,83;26.06.2017;;Футболка тип 6 - Nike
16,15;16,14;4;9,36;26.06.2017;;Футболка тип 1 - Nike
6,76;6,75;4;3,61;13.10.2017;;Майка тип 1 - Reebok
227,07;227,07;4;119,96;13.10.2017;;Сапоги тип 3 - Adidas
15,74;15,75;4;7,67;03.05.2017;;Футболка тип 3 - Reebok
15,96;15,96;4;6,43;03.05.2017;;Майка тип 3 - Puma
11,08;11,07;4;4,26;03.05.2017;;Ремень тип 1 - Puma
47,61;47,61;4;25,97;19.09.2017;;Рубашка тип 6 - Adidas
13,11;13,11;4;6,9;19.09.2017;;Футболка тип 4 - Reebok
26,3;26,29;4;13,65;02.11.2017;;Колготки тип 5 - Adidas
14,16;14,14;4;7,48;02.11.2017;;Запонка тип 3 - Adidas
197,62;197,61;4;116,23;02.11.2017;;Сапоги тип 6 - Nike
23,18;23,18;4;9,25;03.04.2017;;Запонка тип 3 - Puma
107,55;107,54;4;43,19;03.04.2017;;Туфли тип 4 - Puma
17,14;17,14;4;6,89;30.06.2017;;Кепка тип 3 - Puma
15,9;15,89;4;6,87;30.06.2017;;Запонка тип 2 - Puma
8,5;8,5;4;3,71;23.08.2017;;Кепка тип 1 - Puma
69,69;69,68;4;40,26;23.08.2017;;Рубашка тип 2 - Nike
115,76;115,75;4;57,3;03.08.2017;;Кроссовки тип 3 - Adidas
14,19;14,18;4;6,73;03.08.2017;;Шапка тип 8 - Reebok
8,08;8,07;4;4,08;05.07.2017;;Шапка тип 5 - Reebok
8,07;8,07;4;3,61;05.07.2017;;Колготки тип 2 - Nike
102,15;102,14;4;46,33;05.07.2017;;Сапоги тип 5 - Adidas
55,46;55,46;4;30,39;04.04.2017;;Рубашка тип 6 - Nike
15,27;15,29;4;6,09;14.11.2017;;Колготки тип 2 - Puma
219,09;219,11;4;118,59;14.11.2017;;Сапоги тип 6 - Reebok
18,4;18,39;4;9,4;12.10.2017;;Колготки тип 1 - Nike
154,57;154,57;4;69,64;14.01.2017;;Туфли тип 2 - Reebok
65,33;65,32;4;27,72;14.01.2017;;Штаны тип 8 - Adidas
45,16;45,14;4;24,44;24.01.2017;;Штаны тип 10 - Adidas
13,87;13,86;4;4,98;03.08.2017;;Шапка тип 3 - Puma
19,17;19,18;4;11,31;29.03.2017;;Ремень тип 2 - Nike
14;14;4;7,03;29.01.2017;;Шлёпки тип 1 - Adidas
31,66;31,64;4;14,83;11.06.2017;;Рубашка тип 12 - Nike
19,8;19,79;4;10,8;11.06.2017;;Рубашка тип 2 - Reebok
20,21;20,21;4;8,78;11.06.2017;;Колготки тип 7 - Puma
20,01;20;4;10,61;26.09.2017;;Майка тип 3 - Reebok
55,37;55,36;4;26,97;03.07.2017;;Рубашка тип 7 - Adidas
14,37;14,36;4;8,01;24.02.2017;;Майка тип 4 - Nike
14,02;14;4;6,55;24.02.2017;;Ремень тип 2 - Reebok
25,03;25,04;4;13,5;24.02.2017;;Футболка тип 5 - Reebok
101,35;101,36;4;38,92;24.02.2017;;Кроссовки тип 1 - Adidas
13,58;13,57;4;6,54;13.03.2017;;Кепка тип 3 - Adidas
19,46;19,46;4;7,71;23.03.2017;;Штаны тип 11 - Puma
10,4;10,39;4;4,44;23.03.2017;;Футболка тип 7 - Adidas
11,98;11,96;4;6,3;23.03.2017;;Штаны тип 2 - Reebok
11,08;11,07;4;4,26;11.03.2017;;Ремень тип 1 - Puma
11,96;11,96;4;5,39;03.09.2017;;Запонка тип 7 - Adidas
17,7;17,71;4;8,23;19.10.2017;;Шапка тип 1 - Reebok
105,71;105,71;4;42,82;14.01.2017;;Туфли тип 2 - Adidas
8,86;8,86;4;3,89;14.01.2017;;Футболка тип 5 - Puma
35,76;35,75;4;14,69;18.06.2017;;Штаны тип 2 - Puma
14,63;14,64;4;6,63;26.04.2017;;Кепка тип 1 - Nike
13,76;13,75;4;6,11;24.10.2017;;Футболка тип 2 - Reebok
18,9;18,89;4;10,15;24.10.2017;;Кепка тип 1 - Reebok
8,27;8,29;4;4,59;24.10.2017;;Запонка тип 2 - Nike
13,67;13,68;4;4,71;24.10.2017;;Колготки тип 3 - Adidas
17,58;17,57;4;9,36;30.07.2017;;Футболка тип 3 - Nike
20,49;20,5;4;11,7;30.07.2017;;Шапка тип 4 - Nike
15,74;15,75;4;7,67;06.08.2017;;Футболка тип 3 - Reebok
27,13;27,14;4;9,92;11.09.2017;;Штаны тип 8 - Puma
27,19;27,18;4;14,83;11.09.2017;;Футболка тип 6 - Nike
87,12;87,11;4;43,12;30.04.2017;;Штаны тип 8 - Reebok
66,11;66,11;4;35,07;30.04.2017;;Штаны тип 3 - Reebok
80,37;80,36;4;38,51;30.04.2017;;Кроссовки тип 5 - Reebok
13,37;13,36;4;6,41;01.10.2017;;Шапка тип 7 - Reebok
13,51;13,5;4;6,48;01.10.2017;;Запонка тип 4 - Nike
9,61;9,61;4;5,14;24.12.2017;;Колготки тип 2 - Nike
41,38;41,39;4;20,77;24.12.2017;;Штаны тип 10 - Nike
202,64;202,64;4;104,75;08.05.2017;;Сапоги тип 5 - Reebok
23,73;23,75;4;8,8;08.07.2017;;Штаны тип 1 - Puma
8,25;8,25;4;4,32;08.07.2017;;Шапка тип 3 - Adidas
34,71;34,71;4;15,64;08.07.2017;;Рубашка тип 5 - Reebok
95,38;95,39;4;48,99;08.07.2017;;Штаны тип 7 - Nike
30,49;30,5;4;12,84;07.09.2017;;Рубашка тип 2 - Puma
5,65;5,64;4;2,97;07.09.2017;;Майка тип 3 - Adidas
11,2;11,21;4;4,06;07.09.2017;;Футболка тип 2 - Puma
24,51;24,5;4;13,37;22.03.2017;;Шлёпки тип 1 - Reebok
55,89;55,89;4;26,32;18.09.2017;;Штаны тип 1 - Adidas
9,77;9,79;4;3,77;18.09.2017;;Майка тип 2 - Adidas
32,56;32,57;4;17,6;17.10.2017;;Рубашка тип 5 - Nike
3,21;3,21;4;1,68;20.11.2017;;Мячик тип 1 - Reebok
125,07;125,07;4;64,36;21.02.2017;;Кроссовки тип 4 - Reebok
10,35;10,36;4;5,96;20.05.2017;;Колготки тип 4 - Nike
70,25;70,25;4;32,07;20.07.2017;;Кроссовки тип 6 - Reebok
34,73;34,71;4;17,62;20.07.2017;;Штаны тип 5 - Adidas
8,5;8,5;4;3,71;20.07.2017;;Кепка тип 1 - Puma
68,18;68,18;4;19,57;03.07.2017;;Сапоги тип 6 - Puma
41,38;41,39;4;20,77;13.05.2017;;Штаны тип 10 - Nike
219,09;219,11;4;118,59;13.05.2017;;Сапоги тип 6 - Reebok
74,31;74,32;4;25,7;13.05.2017;;Сапоги тип 6 - Puma
73,33;73,32;4;42,05;13.05.2017;;Рубашка тип 4 - Nike
18,56;18,57;4;8,2;13.05.2017;;Шапка тип 8 - Puma
154,57;154,57;4;69,64;17.08.2017;;Туфли тип 2 - Reebok
38,46;38,46;4;15,46;05.08.2017;;Рубашка тип 7 - Puma
237,51;237,5;4;117,8;08.07.2017;;Туфли тип 3 - Nike
108,63;108,64;4;44,28;31.08.2017;;Туфли тип 4 - Puma
37,32;37,32;4;15,11;31.08.2017;;Рубашка тип 5 - Puma
19,93;19,93;4;6,78;10.07.2017;;Колготки тип 3 - Puma
135,25;135,25;4;54,36;10.07.2017;;Туфли тип 1 - Puma
70,25;70,25;4;32,07;10.07.2017;;Кроссовки тип 6 - Reebok
9,44;9,43;4;3,44;10.07.2017;;Майка тип 2 - Adidas
9,7;9,71;4;4,7;10.07.2017;;Майка тип 4 - Reebok
13,56;13,57;4;4,35;12.08.2017;;Штаны тип 3 - Puma
7,26;7,25;4;3,44;15.12.2017;;Шапка тип 6 - Reebok
197,62;197,61;4;116,23;27.12.2017;;Сапоги тип 6 - Nike
20,3;20,29;4;11,55;27.12.2017;;Футболка тип 5 - Nike
8,5;8,5;4;3,71;27.02.2017;;Кепка тип 1 - Puma
18,4;18,39;4;9,4;27.02.2017;;Колготки тип 1 - Nike
37,32;37,32;4;15,11;27.02.2017;;Рубашка тип 5 - Puma
120,13;120,14;4;57,23;27.02.2017;;Туфли тип 2 - Adidas
113,46;113,46;4;55,92;27.02.2017;;Туфли тип 1 - Nike
14,74;14,75;4;4,49;27.02.2017;;Кепка тип 3 - Puma
41,38;41,39;4;20,77;27.02.2017;;Штаны тип 10 - Nike
12,75;12,75;4;6,86;27.02.2017;;Кепка тип 3 - Nike
31,06;31,07;4;17,09;27.02.2017;;Футболка тип 7 - Nike
16,58;16,57;4;9,5;27.02.2017;;Шапка тип 1 - Nike
94,68;94,68;4;48,9;27.02.2017;;Кроссовки тип 3 - Nike
7,01;7;4;3,26;04.05.2017;;Кепка тип 2 - Reebok
24,94;24,93;4;11,09;17.06.2017;;Колготки тип 6 - Adidas
158,28;158,29;4;60,14;17.06.2017;;Сапоги тип 3 - Puma
142,6;142,61;4;75,21;24.09.2017;;Кроссовки тип 1 - Nike
2,16;2,14;4;1,05;28.09.2017;;Мячик тип 1 - Adidas
13,05;13,04;4;5,8;04.02.2017;;Ремень тип 3 - Adidas
32,67;32,68;4;15,74;04.02.2017;;Рубашка тип 1 - Adidas
187,9;187,89;4;80,65;04.02.2017;;Туфли тип 3 - Puma
232,74;232,75;4;98,13;04.02.2017;;Сапоги тип 4 - Reebok
9,76;9,75;4;4,9;04.02.2017;;Шапка тип 2 - Adidas
18,22;18,21;4;9,75;18.11.2017;;Шапка тип 6 - Nike
31,06;31,07;4;17,09;09.03.2017;;Футболка тип 7 - Nike
7,55;7,54;4;2,33;09.03.2017;;Ремень тип 2 - Puma
43,39;43,39;4;14,31;09.03.2017;;Рубашка тип 11 - Reebok
7,78;7,79;4;3,35;09.03.2017;;Шапка тип 4 - Reebok
75,97;75,96;4;38,36;15.08.2017;;Штаны тип 8 - Adidas
24,58;24,57;4;11,36;15.08.2017;;Колготки тип 4 - Adidas
12,49;12,5;4;4,27;19.05.2017;;Шлёпки тип 3 - Puma
54,1;54,11;4;24,82;21.02.2017;;Рубашка тип 7 - Nike
17,43;17,43;4;6,75;21.02.2017;;Колготки тип 6 - Puma
23,9;23,89;4;9,93;21.02.2017;;Запонка тип 3 - Reebok
26,7;26,71;4;13,42;21.02.2017;;Рубашка тип 3 - Adidas
19,08;19,07;4;6,87;21.02.2017;;Ремень тип 3 - Puma
27,51;27,5;4;15,65;21.02.2017;;Шлёпки тип 2 - Nike
11,24;11,25;4;4,45;21.02.2017;;Кепка тип 2 - Puma
25,03;25,04;4;13,5;04.01.2017;;Футболка тип 5 - Reebok
27,43;27,43;4;14,18;04.01.2017;;Запонка тип 1 - Reebok
32,67;32,68;4;15,74;11.05.2017;;Рубашка тип 1 - Adidas
16,01;16;4;6,61;11.05.2017;;Майка тип 3 - Reebok
81,25;81,25;4;47,79;05.02.2017;;Штаны тип 1 - Nike
17,08;17,07;4;6,4;05.02.2017;;Колготки тип 6 - Puma
9,61;9,61;4;5,14;05.02.2017;;Колготки тип 2 - Nike
73,64;73,64;4;17,78;05.02.2017;;Кроссовки тип 6 - Puma
73,56;73,57;4;32,92;05.02.2017;;Кроссовки тип 3 - Reebok
24,51;24,5;4;13,37;05.02.2017;;Шлёпки тип 1 - Reebok
16,26;16,25;4;8,26;20.12.2017;;Кепка тип 1 - Nike
16,1;16,11;4;7,67;22.08.2017;;Ремень тип 4 - Reebok
19,59;19,57;4;7,87;18.08.2017;;Рубашка тип 12 - Puma
20,77;20,79;4;11,77;02.06.2017;;Запонка тип 7 - Nike
142,6;142,61;4;75,21;25.11.2017;;Кроссовки тип 1 - Nike
16,74;16,75;4;8,95;25.11.2017;;Шлёпки тип 2 - Reebok
55,16;55,18;4;28,77;25.11.2017;;Кроссовки тип 4 - Adidas
18,43;18,43;4;9,4;25.11.2017;;Шапка тип 3 - Reebok
16,43;16,43;4;8,6;22.02.2017;;Футболка тип 1 - Adidas
43,5;43,5;4;20,32;08.12.2017;;Штаны тип 6 - Reebok
14,74;14,75;4;5,53;08.12.2017;;Штаны тип 3 - Puma
23,2;23,21;4;10,52;13.05.2017;;Рубашка тип 8 - Adidas
47,99;48;4;21,6;09.05.2017;;Кроссовки тип 4 - Adidas
44,87;44,86;4;17,51;09.05.2017;;Штаны тип 6 - Adidas
12,29;12,29;4;5,79;31.05.2017;;Колготки тип 1 - Reebok
17,71;17,71;4;9,39;31.05.2017;;Запонка тип 1 - Nike
22,76;22,75;4;12,37;31.05.2017;;Ремень тип 1 - Adidas
38,21;38,21;4;20,6;31.05.2017;;Запонка тип 4 - Adidas
16,68;16,68;4;6,68;14.05.2017;;Шапка тип 4 - Adidas
4,92;4,93;4;2,24;10.10.2017;;Майка тип 3 - Adidas
80,37;80,36;4;38,51;10.10.2017;;Кроссовки тип 5 - Reebok
21,72;21,71;4;9,72;27.10.2017;;Штаны тип 9 - Reebok
32,67;32,68;4;15,74;01.11.2017;;Рубашка тип 1 - Adidas
58,58;58,57;4;31,51;01.11.2017;;Штаны тип 12 - Nike
31,9;31,89;4;15,73;01.11.2017;;Штаны тип 11 - Nike
13,06;13,07;4;5,74;22.08.2017;;Запонка тип 6 - Puma
72,44;72,43;4;39,87;22.08.2017;;Штаны тип 5 - Nike
92,05;92,04;4;36,2;07.04.2017;;Кроссовки тип 6 - Puma
28,21;28,21;4;14,18;14.04.2017;;Колготки тип 4 - Reebok
255,75;255,75;4;121,15;14.04.2017;;Сапоги тип 4 - Reebok
7,2;7,21;4;3,13;14.04.2017;;Футболка тип 7 - Puma
14,93;14,93;4;6,75;14.04.2017;;Шапка тип 5 - Nike
66,79;66,79;4;29,69;12.04.2017;;Штаны тип 10 - Puma
2,16;2,14;4;1,05;12.04.2017;;Мячик тип 1 - Adidas
25,03;25,04;4;13,5;12.04.2017;;Футболка тип 5 - Reebok
8,68;8,68;4;3,71;26.11.2017;;Футболка тип 5 - Puma
24,99;25;4;13,2;26.11.2017;;Рубашка тип 6 - Reebok
34,8;34,79;4;18,84;22.04.2017;;Штаны тип 12 - Adidas
31,06;31,07;4;17,09;22.04.2017;;Футболка тип 7 - Nike
14,93;14,93;4;5,51;22.04.2017;;Рубашка тип 8 - Puma
14,17;14,18;4;5,84;22.04.2017;;Запонка тип 1 - Nike
34,71;34,71;4;15,64;22.04.2017;;Рубашка тип 5 - Reebok
75,63;75,64;4;39,09;22.04.2017;;Кроссовки тип 2 - Adidas
36,83;36,82;4;16,22;03.01.2017;;Штаны тип 10 - Nike
17,71;17,71;4;7,6;03.01.2017;;Рубашка тип 10 - Puma
16,15;16,14;4;9,36;03.01.2017;;Футболка тип 1 - Nike
115,76;115,75;4;57,3;18.05.2017;;Кроссовки тип 3 - Adidas
3,84;3,86;4;1,84;15.01.2017;;Колготки тип 2 - Adidas
11,9;11,89;4;4,93;16.02.2017;;Шлёпки тип 1 - Adidas
31,75;31,75;4;12,39;13.01.2017;;Рубашка тип 4 - Puma
75,18;75,18;4;32,07;22.06.2017;;Штаны тип 5 - Puma
17,23;17,21;4;8,23;22.06.2017;;Рубашка тип 2 - Reebok
60,74;60,75;4;30,85;28.05.2017;;Рубашка тип 1 - Nike
6,22;6,21;4;2,29;28.05.2017;;Футболка тип 6 - Puma
37,32;37,32;4;15,11;28.05.2017;;Рубашка тип 5 - Puma
62,29;62,29;4;31,68;25.08.2017;;Штаны тип 11 - Reebok
11,57;11,57;4;5,28;25.08.2017;;Шапка тип 7 - Adidas
19,8;19,79;4;10,8;25.08.2017;;Рубашка тип 2 - Reebok
12,75;12,75;4;6,18;25.08.2017;;Колготки тип 3 - Reebok
11,08;11,07;4;4,26;25.08.2017;;Ремень тип 1 - Puma
18,4;18,39;3;9,4;03.07.2017;;Колготки тип 1 - Nike
17,18;17,18;3;8,51;04.08.2017;;Шлёпки тип 3 - Reebok
73,33;73,32;3;42,05;04.08.2017;;Рубашка тип 4 - Nike
47,84;47,86;3;22,66;04.08.2017;;Штаны тип 4 - Adidas
58,81;58,82;3;29,52;30.07.2017;;Рубашка тип 7 - Nike
84,76;84,75;3;41,44;30.07.2017;;Сапоги тип 2 - Reebok
55,46;55,46;3;30,39;30.07.2017;;Рубашка тип 6 - Nike
8,38;8,39;3;3,71;21.12.2017;;Майка тип 4 - Puma
23,92;23,93;3;8,74;21.12.2017;;Рубашка тип 9 - Puma
13,81;13,82;3;5,35;21.12.2017;;Шапка тип 7 - Puma
23,94;23,93;3;11,73;08.03.2017;;Запонка тип 5 - Adidas
24,96;24,96;3;12,6;15.05.2017;;Шлёпки тип 2 - Adidas
53,23;53,21;3;27,73;15.05.2017;;Штаны тип 3 - Nike
29,13;29,14;3;16,31;05.09.2017;;Штаны тип 9 - Nike
18,24;18,25;3;9,03;05.09.2017;;Футболка тип 2 - Adidas
18,43;18,43;3;9,4;05.09.2017;;Шапка тип 3 - Reebok
5,65;5,64;3;2,97;12.02.2017;;Майка тип 3 - Adidas
19,11;19,11;3;10,18;14.01.2017;;Майка тип 3 - Nike
22,04;22,04;3;7,4;14.01.2017;;Рубашка тип 11 - Puma
14,74;14,75;3;5,53;14.01.2017;;Штаны тип 3 - Puma
46,41;46,43;3;22,88;14.01.2017;;Рубашка тип 11 - Nike
18,22;18,21;3;9,75;14.01.2017;;Шапка тип 6 - Nike
33,4;33,39;3;16,57;14.01.2017;;Рубашка тип 12 - Nike
17,33;17,32;3;8,29;04.04.2017;;Шапка тип 3 - Reebok
3,07;3,07;3;1,46;27.02.2017;;Мячик тип 2 - Adidas
9,69;9,68;3;4,26;15.07.2017;;Шапка тип 8 - Adidas
10,06;10,07;3;3,78;12.10.2017;;Шапка тип 7 - Adidas
16,5;16,5;3;7,67;17.08.2017;;Майка тип 2 - Reebok
34,71;34,71;3;15,64;17.08.2017;;Рубашка тип 5 - Reebok
77,53;77,54;3;38,18;17.08.2017;;Штаны тип 3 - Adidas
66,79;66,79;3;29,69;17.08.2017;;Штаны тип 10 - Puma
13,03;13,04;3;7,64;17.08.2017;;Колготки тип 7 - Nike
34,73;34,71;3;17,62;17.08.2017;;Штаны тип 5 - Adidas
3,58;3,57;3;1,9;04.01.2017;;Мячик тип 2 - Reebok
22,48;22,46;3;12,37;02.11.2017;;Ремень тип 4 - Nike
15,39;15,39;3;5,82;05.05.2017;;Ремень тип 4 - Puma
6,76;6,75;3;3,61;05.05.2017;;Майка тип 1 - Reebok
16,16;16,18;3;8,74;28.07.2017;;Шапка тип 7 - Nike
45,48;45,46;3;20,4;23.05.2017;;Рубашка тип 6 - Nike
167,58;167,57;3;98,9;23.05.2017;;Кроссовки тип 6 - Nike
55,83;55,82;3;29,3;23.05.2017;;Штаны тип 8 - Nike
13,76;13,75;3;6,11;04.07.2017;;Футболка тип 2 - Reebok
220,26;220,25;3;102,47;04.07.2017;;Туфли тип 4 - Reebok
2,16;2,14;3;1,05;04.07.2017;;Мячик тип 1 - Adidas
21,72;21,71;3;9,72;04.07.2017;;Штаны тип 9 - Reebok
101,05;101,04;3;43,62;04.07.2017;;Туфли тип 3 - Adidas
92,05;92,04;3;36,2;04.07.2017;;Кроссовки тип 6 - Puma
23,78;23,79;3;12,25;07.08.2017;;Футболка тип 5 - Reebok
16,79;16,79;3;6,5;21.08.2017;;Шапка тип 1 - Puma
10,88;10,89;3;4,88;21.09.2017;;Майка тип 2 - Adidas
112,85;112,86;3;42,67;21.09.2017;;Кроссовки тип 3 - Puma
13,7;13,71;3;4,74;09.01.2017;;Шапка тип 6 - Puma
8,6;8,61;3;3,6;29.09.2017;;Запонка тип 5 - Puma
135,25;135,25;3;54,36;29.09.2017;;Туфли тип 1 - Puma
10,96;10,96;3;4;29.09.2017;;Шапка тип 7 - Reebok
37,32;37,32;3;15,11;05.06.2017;;Рубашка тип 5 - Puma
11,1;11,11;3;5,1;22.04.2017;;Майка тип 2 - Adidas
11,98;11,96;3;6,3;22.04.2017;;Штаны тип 2 - Reebok
247,47;247,46;3;145,04;31.07.2017;;Сапоги тип 4 - Nike
36,59;36,57;3;17,62;29.09.2017;;Рубашка тип 10 - Reebok
55,46;55,46;3;30,39;29.09.2017;;Рубашка тип 6 - Nike
21,23;21,21;3;12,44;14.10.2017;;Футболка тип 4 - Nike
9,7;9,71;3;4,7;19.05.2017;;Майка тип 4 - Reebok
40,2;40,21;3;21,24;19.05.2017;;Рубашка тип 10 - Reebok
32,56;32,57;3;17,6;19.05.2017;;Рубашка тип 5 - Nike
48,5;48,5;3;22,14;19.05.2017;;Рубашка тип 1 - Reebok
29,33;29,32;3;14,37;24.12.2017;;Запонка тип 4 - Reebok
31,9;31,89;3;15,73;24.12.2017;;Штаны тип 11 - Nike
16,79;16,79;3;6,5;19.10.2017;;Шапка тип 1 - Puma
24,67;24,68;3;10,7;23.04.2017;;Запонка тип 3 - Reebok
55,46;55,46;3;30,39;23.04.2017;;Рубашка тип 6 - Nike
9,61;9,61;3;5,14;28.12.2017;;Колготки тип 2 - Nike
232,76;232,75;3;113,05;28.12.2017;;Туфли тип 3 - Nike
60,62;60,61;3;29,05;02.09.2017;;Штаны тип 11 - Adidas
18,45;18,46;3;9,66;30.01.2017;;Рубашка тип 3 - Reebok
18,45;18,46;3;9,66;27.02.2017;;Рубашка тип 3 - Reebok
13,51;13,5;3;7,23;19.06.2017;;Шапка тип 2 - Reebok
13,51;13,5;3;7,23;06.09.2017;;Шапка тип 2 - Reebok
234,02;234;3;112,8;06.09.2017;;Сапоги тип 3 - Reebok
15,27;15,29;3;6,09;06.09.2017;;Колготки тип 2 - Puma
21,2;21,21;3;8,99;06.09.2017;;Ремень тип 3 - Puma
285,97;285,96;3;159,44;20.01.2017;;Сапоги тип 5 - Nike
121,75;121,75;3;64,32;23.06.2017;;Туфли тип 3 - Adidas
75,63;75,64;3;39,09;08.02.2017;;Кроссовки тип 2 - Adidas
238,79;238,79;3;117,58;08.02.2017;;Сапоги тип 3 - Reebok
238,79;238,79;3;117,58;08.02.2017;;Сапоги тип 3 - Reebok
17,43;17,43;3;6,75;05.04.2017;;Колготки тип 6 - Puma
31,88;31,89;3;16,63;05.04.2017;;Запонка тип 5 - Nike
14,22;14,21;3;7,76;14.03.2017;;Ремень тип 4 - Adidas
41,38;41,39;3;20,77;14.03.2017;;Штаны тип 10 - Nike
41,38;41,39;3;20,77;29.07.2017;;Штаны тип 10 - Nike
12,11;12,11;3;7,15;29.07.2017;;Майка тип 1 - Nike
11,68;11,68;3;5,11;27.01.2017;;Шлёпки тип 1 - Nike
194,53;194,54;3;96,64;25.02.2017;;Сапоги тип 5 - Reebok
23,2;23,21;3;10,52;01.04.2017;;Рубашка тип 8 - Adidas
22,4;22,39;3;11,58;12.07.2017;;Футболка тип 5 - Adidas
202,64;202,64;3;104,75;12.07.2017;;Сапоги тип 5 - Reebok
73,56;73,57;3;32,92;12.07.2017;;Кроссовки тип 3 - Reebok
14,76;14,75;3;6,87;12.07.2017;;Запонка тип 6 - Reebok
30,89;30,89;3;11,82;12.07.2017;;Рубашка тип 5 - Reebok
9,77;9,79;3;4,34;12.07.2017;;Рубашка тип 3 - Puma
23,16;23,14;3;12,52;07.07.2017;;Шапка тип 3 - Nike
74,98;74,96;3;39,94;07.07.2017;;Штаны тип 1 - Reebok
8,05;8,04;3;3,37;07.07.2017;;Майка тип 4 - Puma
12,69;12,68;3;4,8;07.07.2017;;Запонка тип 6 - Reebok
24,58;24,57;3;11,36;07.07.2017;;Колготки тип 4 - Adidas
19,92;19,93;3;9,27;19.04.2017;;Шапка тип 3 - Nike
33,53;33,54;3;12,46;19.04.2017;;Штаны тип 2 - Puma
13,11;13,11;3;6,9;27.06.2017;;Футболка тип 4 - Reebok
55,83;55,82;3;29,3;09.04.2017;;Штаны тип 8 - Nike
175,64;175,64;3;85,1;09.04.2017;;Сапоги тип 1 - Reebok
19,52;19,5;3;11,02;09.04.2017;;Шапка тип 2 - Nike
7,26;7,25;3;3,44;09.04.2017;;Шапка тип 6 - Reebok
8,25;8,25;3;4,32;30.11.2017;;Шапка тип 3 - Adidas
21,48;21,46;3;10,41;11.08.2017;;Рубашка тип 11 - Adidas
18,4;18,39;3;9,4;11.12.2017;;Колготки тип 1 - Nike
11,24;11,25;3;4,45;11.12.2017;;Кепка тип 2 - Puma
24,58;24,57;3;11,36;11.12.2017;;Колготки тип 4 - Adidas
15,25;15,25;3;8,18;11.12.2017;;Шапка тип 1 - Nike
2,58;2,57;3;0,98;27.08.2017;;Мячик тип 2 - Puma
29,04;29,04;3;14,07;27.08.2017;;Запонка тип 4 - Reebok
3,54;3,54;3;1,86;02.08.2017;;Мячик тип 2 - Reebok
103,26;103,25;3;45,12;02.08.2017;;Кроссовки тип 1 - Puma
29,31;29,32;3;13,03;02.08.2017;;Рубашка тип 12 - Adidas
11,1;11,11;3;5,1;22.01.2017;;Майка тип 2 - Adidas
10,39;10,39;3;5,25;22.01.2017;;Футболка тип 4 - Adidas
23,18;23,18;3;9,25;22.01.2017;;Запонка тип 3 - Puma
227,07;227,07;3;119,96;24.10.2017;;Сапоги тип 3 - Adidas
13,66;13,68;3;6,16;24.10.2017;;Колготки тип 2 - Reebok
52,88;52,89;3;21,85;24.10.2017;;Штаны тип 3 - Reebok
3,84;3,86;3;1,84;30.06.2017;;Колготки тип 2 - Adidas
142,6;142,61;3;75,21;30.06.2017;;Кроссовки тип 1 - Nike
70,25;70,25;3;32,07;07.08.2017;;Кроссовки тип 6 - Reebok
23,18;23,18;3;9,25;07.08.2017;;Запонка тип 3 - Puma
21,92;21,93;3;11,28;24.11.2017;;Ремень тип 1 - Reebok
238,79;238,79;3;117,58;24.11.2017;;Сапоги тип 3 - Reebok
5,96;5,96;3;2,21;24.11.2017;;Кепка тип 2 - Reebok
211,93;211,93;3;114,53;24.11.2017;;Сапоги тип 2 - Nike
13,09;13,07;3;6,27;28.01.2017;;Колготки тип 3 - Nike
16,23;16,21;3;8,05;06.04.2017;;Шапка тип 5 - Nike
2,33;2,32;3;0,72;06.04.2017;;Мячик тип 2 - Puma
22,64;22,64;3;10,14;30.08.2017;;Запонка тип 3 - Nike
108,72;108,71;3;41,76;30.08.2017;;Туфли тип 1 - Adidas
11,47;11,46;3;4,9;13.03.2017;;Колготки тип 3 - Reebok
34,34;34,36;3;13,74;08.07.2017;;Штаны тип 10 - Nike
162,73;162,71;3;92,59;08.07.2017;;Кроссовки тип 2 - Nike
17,18;17,18;3;8,51;08.07.2017;;Шлёпки тип 3 - Reebok
27,13;27,14;3;9,92;08.07.2017;;Штаны тип 8 - Puma
28,13;28,14;3;14,73;18.03.2017;;Колготки тип 1 - Adidas
253,13;253,14;3;134,85;08.03.2017;;Сапоги тип 3 - Nike
197,62;197,61;3;116,23;08.03.2017;;Сапоги тип 6 - Nike
18,22;18,21;3;9,75;04.03.2017;;Шапка тип 6 - Nike
18,56;18,57;3;8,2;11.07.2017;;Шапка тип 8 - Puma
15,52;15,54;3;6,41;14.08.2017;;Колготки тип 6 - Nike
82,08;82,07;3;44,15;14.08.2017;;Штаны тип 6 - Nike
11,67;11,68;3;6,24;22.05.2017;;Шапка тип 8 - Adidas
14,56;14,57;3;6,78;13.04.2017;;Шлёпки тип 2 - Reebok
